uuid,category,sub_category,name,title,subtitle,summary,website,merchant_editorial,rules,address,city,state,phone,latitude,longitude,detail_url
2baa6b37-91f7-48e3-a03e-b688297220f4,Travel & Leisure,Cruises and boating ,Captain Cook Cruises - Sydney Harbour,25% off,Enjoy 25% off,Save 25% off selected Cruises year-round.,https://www.captaincook.com.au/,"Captain Cook Cruises Sydney Harbour is part of SeaLink Marine & Tourism, one of Australia’s leading travel companies. Discover the beauty of Sydney Harbour with Captain Cook Cruises and choose from a selection of amazing experiences including lunch, high tea, dinner, sightseeing, and whale watching. Or view other great SeaLink travel offers available across Australia.

Operating hours: Sunday – Thursday: 9:00am – 5:00pm, Friday & Saturday: 9:00am – 7:00pm","• Entertainment members save between 25% to 50% off selected Cruises all year round.
• Bookings are restricted to Entertainment Members only.
• To redeem this offer click on “View Online Offer or Redeem Offer” and select your tours and cruises across Australia. Members must book online through the SeaLink Offers Portal. Offer will not apply if booked through another source.
• Present your Digital Entertainment Membership at time of collecting your tickets. This offer may not be combined with any other promotional discount offer.
• Valid for repeat use and subject to availability at time of booking. Standard Captain Cook Cruises Sydney Terms &amp; Conditions apply.
• Operating hours: Sunday – Thursday: 9:00am – 5:00pm, Friday &amp; Saturday: 9:00am – 7:00pm","Wharf No.6, Circular Quay NSW 2000, Australia",Circular Quay,NSW,+61292061111,-33.8611374,151.2126457,https://www.entertainment.com.au/offer-details/2baa6b37-91f7-48e3-a03e-b688297220f4
4380dd2b-81bd-4edd-aeb0-cfc888887939,Travel & Leisure,Cruises and boating ,SeaLink - Magnetic Island (QLD),25% off,Enjoy 25% off,25% off Magnetic Island Return Ferry,https://www.sealinkqld.com.au/,"SeaLink Queensland is part of SeaLink Marine & Tourism, one of Australia’s leading travel companies. Discover the best of North Queensland with SeaLink Magnetic Island. Enjoy a coastal discovery tour of tropical, quiet, secluded beaches, rugged nature, and abundant wildlife. Magnetic Island is the perfect place to relax and unwind. Departures and service times vary seasonally. Or view other great SeaLink travel offers available across Australia.

Operating hours: Daily 6:00am to 6:00pm",• Entertainment members save 25% on the Magnetic Island Return Ferry all year round. To redeem this offer click on “View Online Offer or Redeem Offer” and select your tours and cruises across Australia,"Breakwater Terminal, Sir Leslie Thiess Drive, Townsville QLD 4810, Australia",Townsville,QLD,+61747260800,-19.254872,146.825988,https://www.entertainment.com.au/offer-details/4380dd2b-81bd-4edd-aeb0-cfc888887939
51fce030-a1cd-4fed-8bba-b2e36b5f363e,Travel & Leisure,Cruises and boating ,Captain Cook Cruises - Perth,15% off,Enjoy 15% off,Save 15% off selected Cruises year-round.,https://www.captaincookcruises.com.au/,"Captain Cook Cruises Western Australia is part of the SeaLink Travel Group, one of Australia's leading travel companies. Located on the footstep of the Perth CBD, choose from a wide range of cruise options from Perth to our Port City of Fremantle or upstream, towards the magnificent Swan Valley wine region. Or view other great SeaLink travel offers available across Australia.","• Entertainment members save 15% off selected Cruises all year round. Bookings are restricted to Entertainment Members only.
• To redeem this offer you click on “View Online Offer or Redeem Offer” and select your tours and cruises across Australia. Members must book online through the SeaLink Offers Portal. Offer will not apply if booked through another source.
• Present your Digital Entertainment Membership at time of collecting your tickets. This offer may not be combined with any other promotional discount offer.
• Valid for repeat use and subject to availability at time of booking.
• Standard Captain Cook Cruises WA Terms &amp; Conditions apply.","Barrack Street Jetty, 3 Riverside Drive, Perth WA 6000, Australia",Perth,WA,+61893253341,-31.9598005,115.8580586,https://www.entertainment.com.au/offer-details/51fce030-a1cd-4fed-8bba-b2e36b5f363e
571623d7-b829-49a1-8283-33b601c42711,Travel & Leisure,Cruises and boating ,SeaLink Kangaroo Island (SA),15% off,Enjoy 15% off,Save 15% off selected Tours year-round.,https://www.sealink.com.au/,"SeaLink Kangaroo Island is part of SeaLink Marine & Tourism, one of Australia’s leading travel companies. SeaLink Kangaroo Island’s sightseeing tours offer a choice of single-day and multi-day tours, showcasing many of the island's major attractions and taking the hard work out of travelling for you. Or view other great SeaLink travel offers available across Australia.","• Entertainment members save 15% off selected Tours all year round. • Bookings are restricted to Entertainment Members only.
• To redeem this offer you click on “View Online Offer or Redeem Offer” and select your tours and cruises across Australia. Members must book online through the SeaLink Offers Portal. Offer will not apply if booked through another source.
• Present your Digital Entertainment Membership at time of collecting your tickets. This offer may not be combined with any other promotional discount offer.
• Valid for repeat use and subject to availability at time of booking. Standard SeaLink Kangaroo Island Terms &amp; Conditions apply.
• Operating hours - Monday - Saturday: 8:00am - 6:00pm, Sunday: 9:00am - 5:00pm.","SeaLink Ferry Terminal, Lot 89 North Terrace, Penneshaw SA 5222, Australia",Penneshaw,SA,131301,-35.7169705,137.9425459,https://www.entertainment.com.au/offer-details/571623d7-b829-49a1-8283-33b601c42711
ca398d08-b026-4690-954d-b6f6baf08875,Travel & Leisure,Cruises and boating ,SeaLink Rottnest Island (WA),15% off,Enjoy 15% off,Save 15% off selected ferries to Rottnest Island year-round.,https://www.sealinkrottnest.com.au/,"SeaLink Rottnest Island is part of SeaLink Marine & Tourism, one of Australia’s leading travel companies. Departing daily from Fremantle, discover the best of Perth's island paradise with SeaLink Rottnest Island. Enjoy breathtaking beaches, bays, and plenty of opportunities for a quokka selfie, snorkel, or bike ride around this exquisite island. Travel and discover more with SeaLink Rottnest Island - the award-winning, environmentally friendly ferries servicing Rottnest Island. Or view other great SeaLink travel offers available across Australia.","• Entertainment members save 15% off the 7:00am and 9:00am same day return ferry departing Fremantle all year round. Bookings are restricted to Entertainment Members only.
• To redeem this offer you click on “View Online Offer or Redeem Offer” and select your tours and cruises across Australia. Members must book online through the SeaLink Offers Portal. Offer will not apply if booked through another source.
• Present your Digital Entertainment Membership at time of collecting your tickets. This offer may not be combined with any other promotional discount offer.
• Valid for repeat use and subject to availability at time of booking. Standard Captain Cook Cruises WA Terms &amp; Conditions apply.
• Operating hours: Sunday – Thursday: 9:00am – 5:00pm, Friday &amp; Saturday: 9:00am – 7:00pm","B Shed, Victoria Quay, Freemantle WA 6160, Australia",Freemantle,WA,,-32.05308247986997,115.74173407283891,https://www.entertainment.com.au/offer-details/ca398d08-b026-4690-954d-b6f6baf08875
a792856d-74f7-499f-944c-a8a4dc27e3b2,Travel & Leisure,Cruises and boating ,Adelaide Sightseeing - (SA),25% off,Enjoy 25% off,Save 25% off selected Tours year-round.,https://www.adelaidesightseeing.com.au/,"Adelaide Sightseeing is part of SeaLink Marine & Tourism, one of Australia’s leading travel companies. Adelaide Sightseeing is South Australia's longest-serving day tour operator, having operated for over 30 years. Offering a selection of day tours including Adelaide, Barossa, McLaren Vale, Hahndorf and Victor Harbor. You'll always be welcomed by their highly trained and informative coach drivers. So, sit back and relax, meet other like-minded travellers and learn about what South Australia has to offer. Or view other great SeaLink travel offers available across Australia.

Operating Hours: Monday - Saturday: 8:00am - 6:00pm, Sunday: 9:00am - 5:00pm","• Entertainment members save 25% off selected Tours all year round. Bookings are restricted to Entertainment Members only.
• To redeem this offer you click on “View Online Offer or Redeem Offer” and select your tours and cruises across Australia. Members must book online through the SeaLink Offers Portal. Offer will not apply if booked through another source.
• Present your Digital Entertainment Membership at time of collecting your tickets. This offer may not be combined with any other promotional discount offer.
• Valid for repeat use and subject to availability at time of booking. • Standard Adelaide Sightseeing Terms &amp; Conditions apply.
• Operating Hours: Monday - Saturday: 8:00am - 6:00pm, Sunday: 9:00am - 5:00pm","Adelaide Central Bus Station, 85 Franklin Street, Adelaide SA 5000, Australia",Adelaide,SA,+61884136199,-34.9275603,138.5956915,https://www.entertainment.com.au/offer-details/a792856d-74f7-499f-944c-a8a4dc27e3b2
bf2a03d3-84b9-49e3-bf8f-d428e7af206d,Travel & Leisure,Cruises and boating ,Sea World Cruises,10% off,Enjoy 10% off,10% off year round ADULT AND CHILDREN SEA WORLD CRUISE TICKETS,https://seaworldcruises.com.au/,"As the Gold Coast’s longest-running cruise company, Sea World Cruises prides itself delivering quality service, a modern vessel fleet and a genuine passion for what they do. Offering morning, buffet lunch, afternoon and buffet dinner cruises year-round through the Gold Coast’s canals and Broadwater, and whale watching between the months of June and November. Cruises depart from 2 convenient locations (Surfers Paradise and Main Beach) and are open 7 days per week.","• To book call (07) 5539 9299 and quote your membership number
• Cruises Include: • Morning Explorer Cruise • Afternoon Explorer Cruise • Sightseeing Lunch Cruise • Sightseeing Dinner Cruise • Whale Watch Tour • VIP Whale Watch Tour
• Booking changes and cancellations are available without penalty up to 24 hours before departure. Within 24 hours, 100% of the fare is forfeited. For groups of 10 or more, 72 hours notice is required
• All cruises are weather, minimum passenger number, and Queensland Health advisory dependent. In the unlikely event of a cancellation by the operator, you will be provided with a full refund (excl. gift vouchers) or a 12-month credit to use towards another cruise
• The operator reserves the right to substitute the vessel or change the itinerary without notice
• All return times are approximate
• Conditions of Travel may vary if you have booked with a travel agent as your booking is subject to their terms and conditions. For more information and to see the full Conditions of Travel, visit thetourcollective.com.au/conditions","Main Beach Terminal, 130 Seaworld Drive, Main Beach QLD 4217, Australia",Main Beach,QLD,+61755399299,-27.96075,153.424303,https://www.entertainment.com.au/offer-details/bf2a03d3-84b9-49e3-bf8f-d428e7af206d
b29b8a15-857c-4483-99fd-aa4899d70ff4,Travel & Leisure,Hotels,Hyatt Hotels Australia,Special Rate,Special rate,10% off Best Available Rate for selected Hyatt Hotels Australia,https://www.hyatt.com/promo/hotels-in-australia-and-new-zealand,"Discover Hyatt hotels in Australia. Catch a performance at Australia’s iconic Sydney Opera House, admire Brisbane's blue skies, and explore Melbourne — named ‘the world’s most liveable city’ by the Economist Intelligence Unit (EIU) for its culture, environment, and more.","• Blackout dates apply.
• Cancellation Policy: 72h Prior to 11:59 pm local time the day of arrival or one night fee/ one night deposit at booking.
• Deposit Policy: Credit card deposit required.
• https://help.hyatt.com/en/hyatt-terms.html",,,,,,,https://www.entertainment.com.au/offer-details/b29b8a15-857c-4483-99fd-aa4899d70ff4
806c7b2b-bc6b-45ae-aafc-b372eed9c937,Travel & Leisure,Hotels,TFE Hotels,Special Rate,Special rate,"Save up to 23.5% off Best Available Rate for all TFE Hotels AU, NZ and EU",https://www.tfehotels.com/en/,"We are hoteliers at heart, and we thrive on making our hotels feel like a home away from home.",• Terms and Conditions per merchants website,,,,,,,https://www.entertainment.com.au/offer-details/806c7b2b-bc6b-45ae-aafc-b372eed9c937
4a3cff55-8cc8-477c-8c9f-5b3474d1e16e,Travel & Leisure,Hotels,Vibe Hotels,Special Rate,Up to 20% off,Up to 20% off the Best Available Unrestricted Rates in off peak periods,https://vibehotels.com/,"Inspired by the destination, Vibe Hotels is your connection to the local neighbourhood, showcasing local artwork, in-room mini-bars bursting with local delights and Vibe Hosts, who will help you discover the area. For the tech-savvy traveller, there‘s free Wi-Fi along with cool communal areas, onsite drink and dine offerings, and well-equipped leisure facilities. Vibe Hotels are in central locations in every state and territory across Australia, and are a place to relax, recharge and reconnect.","• Valid in Australia and New Zealand
• or 20% off the best available rates all year round",,,,,,,https://www.entertainment.com.au/offer-details/4a3cff55-8cc8-477c-8c9f-5b3474d1e16e
482218ce-07e1-49a9-a8b7-1e7ee616a30b,Travel & Leisure,Hotels,Sea World Resort,Special Rate,Special rate,15% off Room and Package accommodation rates for Sea World Resort.,https://seaworld.com.au/resort,"Take your family on a journey of discovery and adventure at the award-winning Sea World Resort & Water Park, with the ultimate kids‘ aquatic playground, lagoon pool, your favourite Nickelodeon characters.","• Prices and offers subject to availability.
• Bookings non-refundable, full payment required at time of booking.","Sea World Drive, Main Beach QLD 4215, Australia",Main Beach,QLD,1300139677,-27.965939,153.427248,https://www.entertainment.com.au/offer-details/482218ce-07e1-49a9-a8b7-1e7ee616a30b
9cf0cd03-d9f5-427a-a0dc-ff042cd0dfe3,Travel & Leisure,Hotels,Travelodge Hotels,Special Rate,Up to 20% off ,Up to 20% off the Best Available Unrestricted Rates in off peak periods,https://www.travelodge.com.au,"Travelodge Hotels are proud of consistently offering great accommodation in fantastic locations across Australia and New Zealand. The guest rooms offer more of what you want, with comfortable beds and in-room facilities such as kitchenettes, modern amenities and reliable showers, with less fuss, ensuring guests enjoy a refreshing hotel stay, created for the way we live today.","• Valid in Australia and New Zealand
• or 20% off the best available rates all year round","Valid at participating Travelodge Hotels in Australia and New Zealand, All Australia , Australia",,All Australia,1300886886,-33.8685693,151.2108969,https://www.entertainment.com.au/offer-details/9cf0cd03-d9f5-427a-a0dc-ff042cd0dfe3
98e654d7-f5fa-41f9-aaec-effcae1ad7b2,Travel & Leisure,Hotels,Rendezvous Hotels,Special Rate,Special rate,Up to 20% off the best available unrestricted rates in off peak periods or 10% off the best available rates all year round,https://www.rendezvoushotels.com/,"Rendezvous Hotels are where your stories come to life. More than a luxurious room in a prime location, Rendezvous offers an experience that delights and inspires. Located across Australia and Singapore, Rendezvous Hotels offers guests contemporary and heritage-style accommodation ranging from boutique city hotels to iconic properties in outstanding locations, offering discerning travellers superior value with a classic hospitality experience.",• Valid in Australia and New Zealand,,,,1800008888,,,https://www.entertainment.com.au/offer-details/98e654d7-f5fa-41f9-aaec-effcae1ad7b2
b4930aec-f673-47d2-808f-00a069a97929,Travel & Leisure,Hotels,Adina Apartment Hotels,Special Rate,Up to 20% off,Up to 20% off the Best Available Unrestricted Rates in off peak periods,https://www.adinahotels.com/,"Adina Apartment Hotels offer a range of accommodation including one, two and three bedroom apartments and studio rooms. Designed to suit guests‘ needs, rooms offer convenient features such as fully equipped kitchens, laundries and comfortable living spaces, while showcasing hotel services including 24/7 reception, room service, and access to leisure facilities. Discover Adina Apartment Hotels in central locations across Australia and New Zealand.","• Valid in Australia and New Zealand
• or 20% off the best available rates all year round",,,,138642,,,https://www.entertainment.com.au/offer-details/b4930aec-f673-47d2-808f-00a069a97929
